Observation,TextUrn,Image,Comments
urn:cite:op:team2.1,urn:cts:greekLit:tlg0012.tlg001.msA:13.76@τ,"urn:cite:hmt:vaimg.VA165VN-0667@0.478,0.2292,0.019,0.018",
urn:cite:op:team2.2,urn:cts:greekLit:tlg0012.tlg001.msA:13.76@ο,"urn:cite:hmt:vaimg.VA165VN-0667@0.49,0.2322,0.016,0.012",
urn:cite:op:team2.3,urn:cts:greekLit:tlg0012.tlg001.msA:13.76@ν,"urn:cite:hmt:vaimg.VA165VN-0667@0.501,0.2299,0.015,0.0143",
urn:cite:op:team2.4,urn:cts:greekLit:tlg0012.tlg001.msA:13.76@δ,"urn:cite:hmt:vaimg.VA165VN-0667@0.5142,0.2285,0.0147,0.0161",
urn:cite:op:team2.5,urn:cts:greekLit:tlg0012.tlg001.msA:13.76@α,"urn:cite:hmt:vaimg.VA165VN-0667@0.5327,0.226,0.0147,0.0161",
urn:cite:op:team2.6,urn:cts:greekLit:tlg0012.tlg001.msA:13.76@π,"urn:cite:hmt:vaimg.VA165VN-0667@0.5492,0.2308,0.0158,0.0133",
urn:cite:op:team2.7,urn:cts:greekLit:tlg0012.tlg001.msA:13.76@α[2],"urn:cite:hmt:vaimg.VA165VN-0667@0.5632,0.2302,0.0125,0.0119",
urn:cite:op:team2.8,urn:cts:greekLit:tlg0012.tlg001.msA:13.76@μ,"urn:cite:hmt:vaimg.VA165VN-0667@0.5739,0.2299,0.0136,0.0131",
urn:cite:op:team2.9,urn:cts:greekLit:tlg0012.tlg001.msA:13.76@ε,"urn:cite:hmt:vaimg.VA165VN-0667@0.5854,0.2294,0.0111,0.0114",
urn:cite:op:team2.10,urn:cts:greekLit:tlg0012.tlg001.msA:13.76@ι,"urn:cite:hmt:vaimg.VA165VN-0667@0.5931,0.2299,0.0085,0.0117",
urn:cite:op:team2.11,urn:cts:greekLit:tlg0012.tlg001.msA:13.76@β,"urn:cite:hmt:vaimg.VA165VN-0667@0.603,0.2294,0.0111,0.0117",
